Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,Transmission oil temperature,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Time(s)
1484.8,1821,85,6,94,64,0.1,1,1025
1305.6,1771,85,6,94,65,0.1,1,1026
524.8,1744,85,6,94,65,-0.3,1,1027
665.6,1774,85,6,94,66,-0.2,1,1028
678.4,1760,85,6,94,66,-0.2,1,1029
1024,1845,85,6,94,66,0,1,1030
857.6,1785,85,6,94,67,-0.1,1,1031
716.8,1825,85,6,94,67,-0.2,1,1032
896,1811,85,6,94,67,-0.1,1,1033
345.6,1750,85,6,94,67,-0.4,1,1034
0,1748,85,6,94,66,-0.4,1,1035
499.2,1759,85,6,94,65,-0.2,1,1036
665.6,1739,85,6,94,65,-0.2,1,1037
1280,1823,85,6,94,64,0,1,1038
1228.8,1751,85,6,94,65,0,1,1039
243.2,1642,85,6,94,64,-0.4,2,1040
0,1613,85,6,94,62,-0.6,2,1041
0,1537,85,6,94,59,-0.7,1,1042
460.8,1568,85,6,94,57,-0.3,1,1043
1894.4,2001,85,6,94,57,0.3,1,1044
2009.6,2067,85,6,94,57,0.3,1,1045
1216,1749,84,6,94,57,0.1,1,1046
832,1836,84,5,94,56,-0.2,1,1047
1638.4,2156,84,5,94,56,0.2,1,1048
1510.4,2123,84,5,94,56,0.2,1,1049
396.8,1710,84,5,94,55,-0.3,1,1050
537.6,1720,84,5,94,53,-0.2,1,1051
1484.8,2052,84,5,94,53,0.2,1,1052
1100.8,1948,84,5,94,53,0.1,1,1053
1152,1837,84,5,94,52,0.1,1,1054
1177.6,1800,84,5,94,52,0.2,1,1055
908.8,1814,84,5,94,52,0,1,1056
1203.2,1858,84,5,94,51,0.2,1,1057
1267.2,1808,84,5,94,51,0.2,1,1058
1139.2,1769,84,5,94,51,0.2,1,1059
934.4,1738,84,5,94,51,0,1,1060
1216,1805,85,5,94,50,0.1,1,1061
2060.8,1809,85,5,94,51,0.5,1,1062
1907.2,1788,85,5,94,52,0.4,1,1063
1907.2,1813,85,5,94,52,0.4,1,1064
806.4,1787,85,5,94,52,-0.2,1,1065
1433.6,1855,85,5,94,51,0.1,1,1066
1715.2,1818,85,5,94,52,0.3,1,1067
1612.8,1803,86,5,94,52,0.3,1,1068
1804.8,1820,86,5,94,53,0.4,1,1069
1702.4,1839,86,5,94,53,0.3,1,1070
883.2,1865,86,5,94,53,-0.1,1,1071
1369.6,1851,86,5,94,52,0.2,1,1072
1049.6,1800,86,5,94,52,0.1,1,1073
1292.8,1797,86,5,94,52,0.2,1,1074
1446.4,1804,87,5,94,52,0.3,1,1075
2060.8,1824,87,5,94,53,0.5,1,1076
2086.4,1859,87,5,94,54,0.5,1,1077
819.2,1840,87,5,94,54,-0.1,1,1078
1177.6,1876,87,5,94,53,0,1,1079
1715.2,1852,87,5,94,53,0.3,1,1080
1804.8,1850,87,5,94,53,0.4,1,1081
1702.4,1866,87,5,94,54,0.4,1,1082
1868.8,1888,87,5,94,55,0.4,1,1083
1344,1958,87,5,94,55,0.1,1,1084
2329.6,2052,87,5,94,56,0.5,1,1085
2227.2,2000,87,5,94,57,0.5,1,1086
2291.2,2001,87,5,94,58,0.5,1,1087
3558.4,2941,87,4,94,59,0.7,1,1088
2944,2870,87,4,94,61,0.6,1,1089
1484.8,2234,87,5,94,61,0.1,1,1090
2188.8,2162,87,5,94,61,0.2,1,1091
2278.4,2327,87,5,94,61,0.3,1,1092
908.8,1901,87,6,94,60,-0.1,1,1093
3340.8,2753,88,4,95,60,0.4,1,1094
819.2,2732,88,4,95,60,-0.2,1,1095
2355.2,2504,88,5,95,60,0.2,1,1096
2329.6,2972,88,4,95,60,0.4,1,1097
601.6,2126,89,5,95,59,-0.2,1,1098
780.8,2067,89,5,95,58,-0.1,1,1099
2086.4,2184,89,5,95,58,0.4,1,1100
1651.2,2064,89,5,95,58,0.2,1,1101
678.4,2005,89,5,95,57,-0.2,1,1102
1907.2,2017,89,5,95,57,0.4,1,1103
640,1950,89,5,95,57,-0.2,1,1104
128,1873,89,5,95,55,-0.5,1,1105
1779.2,1978,89,5,95,54,0.2,1,1106
3494.4,2833,90,4,95,55,0.7,1,1107
3468.8,2965,90,4,95,57,0.9,1,1108
640,2385,90,4,95,57,-0.2,1,1109
563.2,1906,90,5,95,55,-0.3,1,1110
755.2,1879,90,5,95,54,-0.1,1,1111
1292.8,1923,90,5,95,53,0.1,1,1112
1932.8,1914,90,5,95,54,0.4,1,1113
3379.2,2809,90,4,95,55,0.7,1,1114
3776,3009,90,4,95,57,1,1,1115
1369.6,2586,90,4,95,58,0,1,1116
537.6,1936,90,5,95,57,-0.3,1,1117
1446.4,1973,90,5,95,56,0.1,1,1118
1164.8,1974,90,5,95,56,0,1,1119
1356.8,2014,90,5,95,55,0.1,1,1120
2380.8,2059,90,5,96,56,0.5,1,1121
3648,2956,90,4,96,58,0.7,1,1122
3929.6,3155,90,4,96,61,1,1,1123
3916.8,3177,90,4,96,64,1,1,1124
3852.8,3269,90,4,96,67,0.9,1,1125
614.4,2857,90,5,96,67,-0.3,1,1126
294.4,1749,91,6,96,67,-0.4,1,1127
716.8,1763,91,6,96,66,-0.3,1,1128
652.8,1740,91,6,96,65,-0.3,1,1129
2214.4,2089,91,6,96,65,0.1,1,1130
3264,2584,91,5,96,67,0.5,1,1131
2867.2,2550,91,5,96,68,0.4,1,1132
563.2,2100,91,5,96,68,-0.3,1,1133
563.2,1794,91,6,96,68,-0.3,1,1134
550.4,1787,91,6,96,67,-0.3,1,1135
371.2,1756,91,6,96,66,-0.4,1,1136
0,1717,91,6,96,65,-0.5,1,1137
76.8,1681,91,6,96,63,-0.4,1,1138
665.6,1687,91,6,96,63,-0.2,1,1139
1088,1687,91,6,96,62,0,1,1140
1369.6,1684,91,6,96,63,0.1,1,1141
2355.2,2131,90,5,96,64,0.2,1,1142
2214.4,2410,90,5,96,65,0.2,1,1143
512,1859,90,6,96,65,-0.3,1,1144
2124.8,2131,90,6,96,65,0.2,1,1145
985.6,1834,90,6,96,65,-0.2,1,1146
243.2,1709,90,6,96,64,-0.4,1,1147
2022.4,2026,90,6,96,65,0.2,1,1148
2547.2,2477,90,5,96,66,0.3,1,1149
486.4,1975,90,5,96,66,-0.3,1,1150
640,1722,90,6,96,65,-0.2,1,1151
268.8,1232,90,6,96,64,-0.4,1,1152
307.2,1285,90,6,96,63,-0.4,2,1153
281.6,1224,90,6,96,62,-0.5,2,1154
256,1115,90,6,96,60,-0.7,2,1155
243.2,1021,90,6,96,58,-0.5,1,1156
268.8,1067,90,6,96,57,-0.3,1,1157
844.8,1860,90,5,96,56,-0.2,1,1158
1216,2082,90,5,96,56,0.1,1,1159
601.6,1955,90,5,96,56,-0.2,1,1160
1587.2,2047,90,5,96,57,0.2,1,1161
896,1961,90,5,96,57,-0.1,1,1162
192,1905,89,5,96,56,-0.5,1,1163
806.4,1955,89,5,96,55,-0.2,1,1164
2483.2,2052,89,5,96,57,0.6,1,1165
2342.4,2039,88,5,96,59,0.5,1,1166
1600,2064,88,5,96,60,0.1,1,1167
1036.8,2106,88,5,96,60,-0.1,1,1168
780.8,2057,88,5,96,60,-0.2,1,1169
512,2018,88,5,96,59,-0.4,1,1170
1075.2,2038,88,5,96,59,-0.1,1,1171
358.4,1961,88,5,96,58,-0.5,1,1172
0,1923,88,5,96,56,-0.5,1,1173
192,1879,88,5,96,55,-0.4,1,1174
614.4,1863,88,5,96,54,-0.2,1,1175
537.6,1844,88,5,96,53,-0.2,1,1176
1228.8,1879,88,5,96,53,0.1,1,1177
2086.4,1901,88,5,96,55,0.5,1,1178
2150.4,1956,88,5,96,57,0.5,1,1179
1728,2093,88,5,96,58,0.2,1,1180
2649.6,2157,88,5,96,60,0.6,1,1181
2649.6,2175,88,5,96,62,0.5,1,1182
1292.8,2145,88,5,96,63,0,1,1183
422.4,1639,88,6,96,62,-0.3,1,1184
537.6,1644,88,6,96,62,-0.3,1,1185
512,1623,88,6,96,61,-0.3,1,1186
166.4,1596,88,6,96,60,-0.4,1,1187
307.2,1533,89,6,96,59,-0.3,1,1188
409.6,1538,89,6,96,58,-0.3,1,1189
435.2,1526,89,6,96,57,-0.3,1,1190
1472,1675,89,6,96,57,0.1,1,1191
998.4,1572,89,6,96,58,0,1,1192
179.2,1439,89,6,96,57,-0.4,1,1193
217.6,1231,89,6,96,56,-0.4,1,1194
345.6,1550,89,5,96,55,-0.4,2,1195
332.8,1534,89,5,96,52,-1.1,2,1196
307.2,1337,89,5,96,48,-1.4,2,1197
268.8,1148,89,5,96,46,-0.4,1,1198
243.2,1062,89,5,96,45,-0.3,1,1199
1113.6,1754,89,5,96,45,0.1,1,1200
704,1627,89,5,96,45,-0.1,1,1201
384,1503,89,5,96,44,-0.3,1,1202
192,1455,89,5,96,43,-0.4,2,1203
0,1404,89,5,96,42,-0.5,2,1204
0,1330,89,5,96,40,-0.7,2,1205
0,1549,89,5,96,38,-0.8,1,1206
1625.6,2042,89,4,96,37,0.3,1,1207
2739.2,2342,89,4,96,40,0.9,1,1208
1907.2,2192,89,4,96,43,0.6,1,1209
704,1946,89,4,96,44,0,1,1210
1280,1818,89,5,96,44,0.2,1,1211
883.2,1660,89,5,96,45,0,1,1212
1216,1652,89,5,96,45,0.1,1,1213
2342.4,2229,89,4,96,47,0.4,1,1214
640,2119,89,4,96,47,-0.2,1,1215
486.4,1586,89,5,96,46,-0.2,1,1216
524.8,1575,89,5,96,45,-0.6,2,1217
460.8,1484,89,5,96,43,-0.7,1,1218
64,1357,88,5,96,42,-0.5,2,1219
0,1292,88,5,96,40,-0.6,2,1220
0,1576,88,5,96,38,-0.8,1,1221
678.4,1787,88,4,96,37,-0.2,1,1222
345.6,1385,88,4,97,36,-0.3,1,1223
409.6,1496,88,4,97,35,-0.4,2,1224
345.6,1310,88,4,97,32,-1.3,2,1225
307.2,1078,88,4,97,27,-1.3,2,1226
320,942,88,4,97,25,-0.6,2,1227
307.2,919,88,4,97,22,-0.9,2,1228
384,1075,88,3,97,19,-1,2,1229
371.2,1051,88,3,97,17,-0.8,2,1230
384,951,88,3,97,14,-0.7,1,1231
384,907,88,3,97,13,-0.1,1,1232
947.2,1321,88,3,97,14,0.4,1,1233
1945.6,1930,88,3,97,17,1.3,1,1234
819.2,1482,88,3,97,19,0.3,1,1235
1305.6,1649,87,3,97,21,0.6,1,1236
1753.6,1724,87,3,97,24,0.9,1,1237
1292.8,1744,87,3,97,26,0.5,1,1238
768,1790,87,3,97,27,-0.3,2,1239
512,1600,87,3,97,25,-1,2,1240
460.8,1440,87,3,97,23,-0.6,2,1241
409.6,1252,87,3,97,19,-1.5,2,1242
396.8,1085,87,3,97,16,-0.4,2,1243
371.2,1016,86,3,97,15,-0.2,1,1244
1241.6,1517,86,3,97,16,0.6,1,1245
2406.4,2066,86,3,97,21,1.6,1,1246
2048,1815,86,3,97,25,1.1,1,1247
2252.8,1949,86,3,97,29,1.1,1,1248
2214.4,2117,86,3,97,33,1,1,1249
2137.6,1894,85,4,97,36,0.8,1,1250
2969.6,2498,85,3,97,39,0.8,1,1251
3776,2987,85,3,97,43,1.3,1,1252
1510.4,2869,85,3,97,46,0.2,1,1253
2214.4,2473,85,4,97,47,0.4,1,1254
1843.2,2432,85,4,97,49,0.3,1,1255
1011.2,1869,84,5,97,50,0,1,1256
1958.4,1866,84,5,97,52,0.4,1,1257
2099.2,1901,84,5,97,55,0.5,1,1258
1664,1981,84,5,97,57,0.2,1,1259
1356.8,2109,84,5,97,59,0,1,1260
640,2048,84,5,97,60,-0.3,1,1261
1894.4,2206,84,5,97,61,0.2,1,1262
1254.4,2182,84,5,97,63,-0.1,1,1263
1651.2,2015,84,6,97,64,0.1,1,1264
819.2,1791,84,6,97,65,-0.2,1,1265
921.6,1791,84,6,97,66,-0.2,1,1266
473.6,1752,84,6,97,66,-0.4,1,1267
102.4,1755,84,6,97,66,-0.5,1,1268
0,1747,85,6,97,66,-0.5,1,1269
0,1734,85,6,97,66,-0.5,1,1270
0,1725,84,6,97,65,-0.5,1,1271
0,1715,84,6,97,65,-0.5,1,1272
0,1705,84,6,97,65,-0.5,1,1273
0,1705,84,6,97,64,-0.5,1,1274
0,1694,84,6,97,64,-0.5,1,1275
0,1684,84,6,97,64,-0.5,1,1276
448,1714,84,6,97,64,-0.3,1,1277
614.4,1703,84,6,97,64,-0.3,1,1278
307.2,1697,83,6,97,64,-0.4,1,1279
51.2,1682,83,6,97,64,-0.5,1,1280
153.6,1692,83,6,97,64,-0.4,1,1281
588.8,1734,83,6,97,64,-0.3,1,1282
844.8,1797,82,6,97,65,-0.2,1,1283
985.6,1819,82,6,97,66,-0.1,1,1284
1100.8,1825,82,6,97,67,-0.1,1,1285
665.6,1848,82,6,97,68,-0.3,1,1286
729.6,1834,82,6,97,69,-0.3,1,1287
230.4,1808,81,6,97,69,-0.5,1,1288
0,1804,81,6,97,69,-0.5,2,1289
0,1794,81,6,97,68,-0.7,2,1290
0,1753,81,6,97,67,-0.8,2,1291
0,1721,81,6,97,66,-1.1,2,1292
0,1697,81,6,97,64,-0.6,1,1293
0,1698,81,6,97,64,-0.5,1,1294
0,1682,81,6,97,64,-0.6,1,1295
0,1671,81,6,97,63,-0.6,1,1296
0,1657,81,6,97,63,-0.6,2,1297
0,1638,81,6,97,62,-0.7,2,1298
0,1627,81,6,97,62,-0.6,2,1299
0,1625,81,6,97,61,-0.6,1,1300
0,1616,81,6,97,61,-0.5,1,1301
0,1613,81,6,97,61,-0.5,1,1302
0,1606,81,6,97,61,-0.5,1,1303
0,1609,81,6,97,61,-0.5,1,1304
256,1623,81,6,97,61,-0.4,1,1305
192,1543,81,6,97,61,-0.5,1,1306
64,1620,81,6,97,61,-0.5,1,1307
1024,1774,81,6,97,62,-0.1,1,1308
1356.8,1776,81,6,97,64,0,1,1309
1382.4,1763,81,6,97,65,0.1,1,1310
908.8,1781,81,6,97,67,-0.1,1,1311
384,1770,81,6,97,67,-0.4,1,1312
473.6,1793,81,6,97,67,-0.3,1,1313
524.8,1791,81,6,97,67,-0.3,1,1314
793.6,1855,81,6,97,67,-0.2,1,1315
1152,1855,81,6,97,68,0,1,1316
1369.6,1845,81,6,97,69,0.1,1,1317
640,1849,81,6,97,69,-0.3,1,1318
1446.4,1957,81,6,97,70,0.1,1,1319
524.8,1851,81,6,97,70,-0.3,1,1320
140.8,1822,82,6,97,69,-0.5,1,1321
0,1814,82,6,96,68,-0.5,1,1322
422.4,1814,82,6,96,68,-0.4,1,1323
550.4,1817,82,6,96,68,-0.3,1,1324
524.8,1785,83,6,96,68,-0.3,1,1325
665.6,1827,83,6,96,67,-0.2,1,1326
665.6,1795,83,6,96,67,-0.3,1,1327
499.2,1795,83,6,96,67,-0.3,1,1328
742.4,1818,83,6,96,67,-0.2,1,1329
998.4,1811,83,6,96,68,0,1,1330
1113.6,1828,83,6,96,68,0,1,1331
473.6,1819,83,6,96,69,-0.4,1,1332
102.4,1797,83,6,96,68,-0.5,1,1333
0,1774,83,6,96,67,-0.5,1,1334
0,1753,84,6,96,66,-0.5,1,1335
0,1728,84,6,96,65,-0.6,2,1336
0,1681,84,6,96,64,-0.6,1,1337
243.2,1677,83,6,96,63,-0.4,1,1338
563.2,1682,83,6,96,63,-0.3,1,1339
371.2,1623,83,6,96,62,-0.4,1,1340
0,1633,83,6,96,61,-0.5,1,1341
166.4,1606,83,6,96,60,-0.4,1,1342
512,1609,83,6,96,60,-0.2,1,1343
614.4,1598,82,6,96,60,-0.2,1,1344
1305.6,1629,82,6,96,60,0.1,1,1345
1548.8,1637,82,6,96,61,0.1,1,1346
1638.4,1666,82,6,96,62,0.2,1,1347
1305.6,1686,82,6,96,63,0,1,1348
358.4,1656,82,6,96,63,-0.5,1,1349
0,1632,82,6,96,62,-0.5,1,1350
76.8,1599,82,6,96,61,-0.5,1,1351
652.8,1666,82,6,96,60,-0.2,1,1352
422.4,1435,82,6,96,59,-0.3,1,1353
396.8,1388,82,6,96,59,-0.3,1,1354
1766.4,1927,82,6,96,59,0.2,1,1355
857.6,1695,83,6,96,59,-0.1,1,1356
1574.4,1700,83,6,96,60,0.1,1,1357
1830.4,1662,83,6,96,61,0.2,1,1358
1766.4,1672,83,6,96,62,0.1,1,1359
460.8,1653,83,6,96,62,-0.4,1,1360
268.8,1648,83,6,96,61,-0.4,1,1361
576,1636,83,6,96,61,-0.3,1,1362
1139.2,1704,83,6,96,61,-0.1,1,1363
1843.2,1730,83,6,96,62,0.2,1,1364
1945.6,1704,84,6,96,63,0.2,1,1365
1868.8,1729,84,6,96,65,0.2,1,1366
524.8,1718,84,6,96,65,-0.3,1,1367
51.2,1690,84,6,96,64,-0.5,1,1368
0,1658,84,6,96,63,-0.5,1,1369
281.6,1642,84,6,96,62,-0.4,1,1370
422.4,1586,84,6,96,61,-0.4,1,1371
1356.8,1703,84,6,95,61,-0.1,1,1372
1984,1716,84,6,95,62,0.2,1,1373
1177.6,1677,84,6,95,63,-0.1,1,1374
192,1636,84,6,95,62,-0.4,1,1375
563.2,1682,84,6,95,61,-0.3,1,1376
1344,1739,84,6,95,62,0,1,1377
384,1585,84,6,95,61,-0.4,1,1378
0,1582,84,6,95,60,-0.5,1,1379
768,1657,84,6,95,60,-0.2,1,1380
2496,2082,84,5,95,60,0.2,1,1381
3251.2,2493,84,5,95,62,0.5,1,1382
3123.2,2428,84,5,95,64,0.5,1,1383
2240,2538,84,5,95,65,-0.1,1,1384
4492.8,3469,84,4,95,68,0.9,1,1385
4108.8,3284,84,4,95,70,0.6,1,1386
2291.2,2653,84,5,95,72,0.2,1,1387
2816,2370,84,6,96,73,0.2,1,1388
2777.6,2265,83,6,96,75,0.3,1,1389
3443.2,2845,83,5,96,76,0.3,1,1390
755.2,2409,83,5,96,76,-0.3,1,1391
640,2020,83,6,96,76,-0.4,1,1392
652.8,1991,83,6,96,75,-0.4,1,1393
1702.4,2029,84,6,96,75,0,1,1394
2137.6,2183,84,5,96,76,0.1,1,1395
576,1936,84,6,96,75,-0.4,1,1396
435.2,1794,84,6,96,74,-0.5,1,1397
934.4,2015,84,6,96,74,-0.2,1,1398
755.2,1958,84,6,96,74,-0.3,1,1399
985.6,1952,84,6,96,73,-0.2,1,1400
1164.8,1953,84,6,96,73,-0.1,1,1401
832,1954,84,6,96,73,-0.2,1,1402
678.4,1938,84,6,96,73,-0.3,1,1403
294.4,1900,84,6,96,72,-0.5,1,1404
0,1875,84,6,96,71,-0.5,1,1405
0,1830,84,6,96,69,-0.5,1,1406
0,1792,84,6,96,68,-0.5,1,1407
0,1755,84,6,96,67,-0.7,2,1408
0,1677,84,6,96,64,-1.1,2,1409
0,1600,84,6,96,61,-1,2,1410
0,1558,84,6,96,59,-0.6,2,1411
0,1504,84,6,96,57,-1,2,1412
0,1631,84,6,96,54,-1,1,1413
243.2,1812,84,5,96,53,-0.4,1,1414
1190.4,1831,84,5,96,53,0,1,1415
1203.2,1861,83,5,96,54,0,1,1416
332.8,1823,83,5,96,53,-0.5,2,1417
0,1773,83,5,96,52,-0.8,2,1418
0,1714,83,5,96,50,-0.6,1,1419
0,1667,82,5,96,49,-0.6,1,1420
0,1617,82,5,96,47,-0.6,2,1421
0,1568,82,5,96,46,-0.6,2,1422
0,1519,82,5,96,44,-0.6,2,1423
0,1470,82,5,96,43,-0.6,1,1424
1190.4,1604,82,5,96,43,0.1,1,1425
2803.2,2272,82,4,96,45,0.6,1,1426
832,2126,82,4,96,46,-0.1,2,1427
537.6,1626,82,5,96,46,-0.4,2,1428
588.8,1629,82,5,96,47,-0.4,2,1429
550.4,1643,82,5,96,47,-0.4,2,1430
38.4,1549,82,5,96,45,-2.1,2,1431
0,1317,82,5,96,41,-2.2,2,1432
332.8,1473,82,5,96,37,-1.9,2,1433
409.6,1658,82,4,95,34,-1.1,2,1434
384,1574,82,4,95,33,-1.4,2,1435
332.8,1433,82,4,95,30,-1.7,2,1436
268.8,1191,82,4,95,27,-1.4,2,1437
294.4,913,83,4,95,25,-1.6,2,1438
294.4,878,83,4,95,21,-2,2,1439
358.4,983,83,3,95,16,-2.3,2,1440
409.6,882,83,3,95,12,-1.9,2,1441
409.6,824,83,3,95,8,-1.4,2,1442
384,821,83,3,95,7,-0.8,2,1443
320,788,83,1,95,8,-0.5,2,1444
332.8,805,84,1,95,9,-0.3,2,1445
332.8,825,84,1,95,10,-0.4,2,1446
332.8,860,84,2,95,11,-0.5,2,1447
281.6,891,84,2,95,12,-0.4,1,1448
678.4,1435,84,2,95,14,0,1,1449
755.2,1706,84,2,95,17,0.1,1,1450
307.2,1299,85,3,95,19,-0.3,1,1451
345.6,1143,85,3,95,20,-0.4,2,1452
358.4,1176,85,3,95,21,-0.6,2,1453
358.4,1168,85,3,95,20,-1.3,2,1454
332.8,1101,85,3,95,19,-1,2,1455
332.8,1071,85,3,95,18,-1,2,1456
345.6,1053,85,3,95,18,-0.5,2,1457
345.6,1064,85,3,95,19,-0.4,2,1458
345.6,1100,85,3,95,19,-0.3,1,1459
1216,1688,85,3,95,22,0.5,1,1460
1344,1827,85,3,95,25,0.6,1,1461
947.2,1866,85,3,95,27,0.1,1,1462
704,1865,85,3,95,29,-0.1,1,1463
985.6,1688,85,4,95,30,0.2,1,1464
652.8,1515,84,4,95,31,0,1,1465
268.8,1165,84,4,95,30,-0.4,2,1466
294.4,1128,84,4,95,28,-1.3,2,1467
307.2,953,84,4,95,22,-2.7,2,1468
358.4,921,84,3,95,14,-1.8,1,1469
422.4,938,84,3,95,13,0,1,1470
1420.8,1666,84,3,95,15,0.9,1,1471
1612.8,1825,84,3,95,18,1,1,1472
1011.2,1589,84,3,95,21,0.4,1,1473
2355.2,2085,84,3,95,24,1.3,1,1474
1408,1941,84,3,95,28,0.6,1,1475
960,1927,84,3,95,29,0.1,1,1476
588.8,1508,84,4,95,29,-0.8,2,1477
371.2,1099,84,4,95,21,-3.7,2,1478
409.6,968,84,3,95,15,-0.7,1,1479
614.4,1192,84,3,95,14,0.2,1,1480
1011.2,1515,84,3,95,16,0.6,1,1481
1420.8,1734,84,3,95,19,0.9,1,1482
614.4,1407,84,3,95,20,0,2,1483
460.8,1302,84,3,95,20,-0.4,2,1484
409.6,1158,84,3,95,17,-1.5,2,1485
448,979,84,3,95,12,-1.6,2,1486
460.8,886,84,3,95,8,-1.4,2,1487
422.4,825,84,1,95,3,-1.3,2,1488
384,770,84,1,95,0,-0.3,2,1489
345.6,695,84,1,95,0,0.1,1,1490
614.4,1053,84,1,95,3,0.8,1,1491
460.8,1038,84,1,95,5,0.2,1,1492
870.4,1420,84,1,95,7,0.9,1,1493
601.6,1526,84,1,95,9,-0.5,2,1494
435.2,952,85,1,95,4,-1.8,2,1495
422.4,810,85,1,95,0,-0.9,2,1496
371.2,713,85,1,95,0,-0.1,2,1497
345.6,678,85,1,95,0,-0.1,2,1498
345.6,672,85,1,95,0,-0.1,2,1499
345.6,670,85,1,95,0,-0.1,2,1500
345.6,669,85,1,95,0,-0.1,2,1501
345.6,668,85,1,95,0,-0.1,2,1502
358.4,662,85,1,95,0,-0.1,2,1503
371.2,668,85,1,95,0,0.1,2,1504
358.4,682,86,1,95,0,0.1,2,1505
345.6,676,86,1,95,0,-0.3,2,1506
332.8,668,86,1,95,0,-0.5,2,1507
345.6,672,86,1,95,0,-0.2,2,1508
332.8,665,86,1,95,0,-0.1,2,1509
332.8,668,86,1,95,0,-0.1,2,1510
332.8,663,86,1,95,0,-0.1,2,1511
345.6,669,86,1,95,0,-0.1,2,1512
358.4,669,86,1,95,0,0.1,1,1513
358.4,692,87,1,95,0,0.2,2,1514
371.2,699,87,1,95,0,-0.3,2,1515
358.4,681,87,1,95,0,-0.6,2,1516
358.4,687,87,1,95,0,0.2,1,1517
512,927,87,1,95,2,0.6,1,1518
704,1253,87,1,95,5,0.9,1,1519
1062.4,1607,87,1,95,9,1.1,1,1520
1420.8,2056,87,1,95,12,0.9,1,1521
1651.2,1986,87,2,95,17,1.1,1,1522
729.6,1727,87,2,95,19,0,1,1523
870.4,1564,87,3,95,22,0.2,1,1524
972.8,1698,87,3,95,24,0.3,1,1525
1497.6,1855,86,3,95,27,0.7,1,1526
1075.2,1932,86,3,95,29,0.2,1,1527
601.6,1696,85,4,95,30,-0.2,2,1528
640,1417,85,4,95,29,-0.9,2,1529
537.6,1351,84,4,95,28,-0.3,2,1530
358.4,1117,84,4,95,28,-0.4,1,1531
268.8,977,84,4,95,27,-0.3,1,1532
268.8,929,84,4,95,26,-0.6,2,1533
268.8,884,84,4,95,24,-1,2,1534
268.8,898,84,3,95,21,-0.8,1,1535
345.6,1126,84,3,95,20,-0.6,2,1536
332.8,1028,84,3,95,16,-1.6,2,1537
371.2,929,84,3,95,14,-0.4,2,1538
384,873,84,3,95,12,-0.8,2,1539
396.8,835,84,3,95,11,-0.2,2,1540
396.8,825,84,3,95,10,-0.9,2,1541
409.6,828,84,3,95,6,-1.6,2,1542
409.6,788,84,1,95,3,-0.6,2,1543
384,769,84,1,95,2,-0.2,2,1544
358.4,727,84,1,95,0,-0.3,2,1545
332.8,675,84,1,95,0,0.2,1,1546
524.8,897,85,1,95,2,0.6,1,1547
780.8,1330,85,1,95,6,0.9,1,1548
704,1376,85,1,95,8,0.4,1,1549
1049.6,1853,85,1,95,11,0.7,1,1550
844.8,1659,85,2,95,13,0.5,1,1551
1126.4,1704,86,2,95,15,0.7,1,1552
1715.2,2002,86,2,95,20,1.3,1,1553
1702.4,2198,86,2,95,24,0.8,1,1554
1638.4,1862,86,3,95,27,0.8,1,1555
1420.8,1946,86,3,95,30,0.5,1,1556
1228.8,1824,86,4,95,31,0.4,1,1557
998.4,1753,85,4,95,33,0.2,1,1558
217.6,1509,85,4,95,33,-0.5,1,1559
243.2,1523,85,4,95,32,-0.5,1,1560
51.2,1456,85,4,95,30,-0.6,1,1561
12.8,1385,84,4,95,29,-0.6,1,1562
870.4,1474,84,4,95,29,0.1,1,1563
947.2,1488,84,4,95,30,0.2,1,1564
640,1498,84,4,95,31,-0.1,1,1565
985.6,1693,84,4,95,31,0.2,1,1566
844.8,1693,84,4,95,32,0.1,1,1567
614.4,1637,84,4,95,33,-0.1,1,1568
576,1642,84,4,95,33,-0.1,1,1569
640,1596,84,4,95,33,-0.1,1,1570
256,1511,84,4,95,32,-0.5,1,1571
256,1493,84,4,95,31,-0.3,1,1572
614.4,1499,84,4,95,31,0,1,1573
921.6,1540,84,4,95,32,0.2,1,1574
729.6,1561,84,4,95,33,0,1,1575
281.6,1522,84,4,95,32,-0.5,1,1576
281.6,1494,84,4,95,31,-0.4,1,1577
243.2,1410,84,4,95,30,-0.5,2,1578
294.4,1383,84,4,95,29,-0.4,2,1579
281.6,1303,84,4,95,27,-0.5,2,1580
268.8,1022,84,4,95,26,-0.4,2,1581
281.6,938,84,4,95,25,-0.5,2,1582
268.8,891,84,4,95,24,-0.6,2,1583
268.8,931,84,3,95,22,-0.7,2,1584
384,1171,84,3,95,21,-0.5,2,1585
332.8,1120,84,3,95,19,-0.7,2,1586
345.6,1050,84,3,95,17,-0.9,2,1587
396.8,955,84,3,95,13,-1.6,2,1588
435.2,874,84,3,94,11,-0.2,2,1589
409.6,826,84,3,94,10,-0.4,2,1590
396.8,823,84,3,94,8,-1.1,2,1591
371.2,803,84,1,94,4,-1.1,2,1592
396.8,780,84,1,94,2,-0.7,2,1593
371.2,735,84,1,94,0,-0.5,2,1594
307.2,671,84,1,94,0,-0.1,2,1595
320,662,84,1,94,0,-0.1,2,1596
320,663,84,1,94,0,-0.1,2,1597
332.8,662,84,1,94,0,-0.1,2,1598
320,663,84,1,94,0,-0.1,2,1599
320,665,85,1,94,0,-0.1,2,1600
